d;omega;npp;sdmu;mu_a_bel;mu_b_bel;mu_a_brav;mu_b_brav;init_belligerence;init_bravery;time_step;mean_a_bel;mean_b_bel;mean_belligerence;mean_a_brav;mean_b_brav;mean_bravery;var_a_bel;var_b_bel;var_belligerence;var_a_brav;var_b_brav;var_bravery;n_escalated_contests;global_fecundity_total;file
0.5;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.191103;0;0.191103;0.175991;0;0.175991;0.00184809;0;0.00184809;0.00478107;0;0.00478107;172;4981.32;./sim_stress_06_08_2023_173248104
0.5;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.22438;0;0.22438;0.193155;0;0.193155;0.00262229;0;0.00262229;0.00181647;0;0.00181647;203;4974.6;./sim_stress_06_08_2023_173248105
0.5;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.0822478;0;0.0822478;0.0858829;0;0.0858829;0.00289525;0;0.00289525;0.00450476;0;0.00450476;89;4997.56;./sim_stress_06_08_2023_173248106
0.5;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.188178;0;0.188178;0.0834782;0;0.0834782;0.00253886;0;0.00253886;0.0027323;0;0.0027323;164;4990.24;./sim_stress_06_08_2023_173248107
0.5;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.10351;0;0.10351;0.148815;0;0.148815;0.00317474;0;0.00317474;0.00460384;0;0.00460384;100;4993.17;./sim_stress_06_08_2023_173248108
0.5;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.114916;0;0.114916;0.0527294;0;0.0527294;0.00405275;0;0.00405275;0.0107077;0;0.0107077;108;4995.04;./sim_stress_06_08_2023_173248109
0.5;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.061303;0;0.061303;0.038285;0;0.038285;0.00290614;0;0.00290614;0.00543;0;0.00543;68;4998.89;./sim_stress_06_08_2023_173248110
0.5;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;-0.00746054;0;-0.00746054;-0.115565;0;-0.115565;0.0170351;0;0.0170351;0.00757556;0;0.00757556;26;4993.92;./sim_stress_06_08_2023_173248111
0.9;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.124017;0;0.124017;0.0549587;0;0.0549587;0.00552669;0;0.00552669;0.00742042;0;0.00742042;134;4995.29;./sim_stress_06_08_2023_173248112
0.9;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.161337;0;0.161337;0.0892627;0;0.0892627;0.00223064;0;0.00223064;0.00390059;0;0.00390059;141;4993.49;./sim_stress_06_08_2023_173248113
0.9;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.0916737;0;0.0916737;0.0508929;0;0.0508929;0.00634667;0;0.00634667;0.00548611;0;0.00548611;80;4996.79;./sim_stress_06_08_2023_173248114
0.9;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.116649;0;0.116649;0.0501614;0;0.0501614;0.00475322;0;0.00475322;0.0106135;0;0.0106135;113;4995.2;./sim_stress_06_08_2023_173248115
0.9;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.0963797;0;0.0963797;0.0664606;0;0.0664606;0.00671563;0;0.00671563;0.00510872;0;0.00510872;79;4995.99;./sim_stress_06_08_2023_173248116
0.9;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.13638;0;0.13638;0.0407451;0;0.0407451;0.0020883;0;0.0020883;0.00245355;0;0.00245355;131;4996.88;./sim_stress_06_08_2023_173248117
0.9;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.082601;0;0.082601;0.00521956;0;0.00521956;0.00427819;0;0.00427819;0.00600359;0;0.00600359;87;4998.36;./sim_stress_06_08_2023_173248118
0.9;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.122765;0;0.122765;0.0435627;0;0.0435627;0.00409648;0;0.00409648;0.00470313;0;0.00470313;105;4996.54;./sim_stress_06_08_2023_173248119
0.9;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.0966452;0;0.0966452;-0.0834628;0;-0.0834628;0.00427113;0;0.00427113;0.00782995;0;0.00782995;95;4995.61;./sim_stress_06_08_2023_173248120
0.9;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.014962;0;0.014962;0.011514;0;0.011514;0.0131784;0;0.0131784;0.00569031;0;0.00569031;27;4997.72;./sim_stress_06_08_2023_173248121
0.9;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.00195786;0;0.00195786;-0.0196914;0;-0.0196914;0.00642941;0;0.00642941;0.00428335;0;0.00428335;24;4999.13;./sim_stress_06_08_2023_173248122
0.9;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.0325704;0;0.0325704;-0.00617373;0;-0.00617373;0.00260212;0;0.00260212;0.0030391;0;0.0030391;39;4999.64;./sim_stress_06_08_2023_173248123
0.9;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;-0.0552427;0;-0.0552427;-0.0161389;0;-0.0161389;0.00674592;0;0.00674592;0.00395238;0;0.00395238;0;4999.05;./sim_stress_06_08_2023_173248124
0.9;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.028059;0;0.028059;0.0369411;0;0.0369411;0.00895956;0;0.00895956;0.00761016;0;0.00761016;38;4997.98;./sim_stress_06_08_2023_173248125
0.1;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.452119;0;0.452119;0.54379;0;0.54379;0.00183717;0;0.00183717;0.000919233;0;0.000919233;371;4351.07;./sim_stress_06_08_2023_173248126
0.1;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.503752;0;0.503752;0.402335;0;0.402335;0.00143743;0;0.00143743;0.00108516;0;0.00108516;399;4539.57;./sim_stress_06_08_2023_173248127
0.1;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.404718;0;0.404718;0.518992;0;0.518992;0.00127462;0;0.00127462;0.0011488;0;0.0011488;352;4495.48;./sim_stress_06_08_2023_173248128
0.1;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.477919;0;0.477919;0.374497;0;0.374497;0.00163773;0;0.00163773;0.00183952;0;0.00183952;386;4628.3;./sim_stress_06_08_2023_173248129
0.1;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.37189;0;0.37189;0.469506;0;0.469506;0.00158759;0;0.00158759;0.00214117;0;0.00214117;319;4646.46;./sim_stress_06_08_2023_173248130
0.1;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.420598;0;0.420598;0.305295;0;0.305295;0.00140548;0;0.00140548;0.00255726;0;0.00255726;337;4785.09;./sim_stress_06_08_2023_173248131
0.1;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.326742;0;0.326742;0.382755;0;0.382755;0.00229193;0;0.00229193;0.00123015;0;0.00123015;275;4823.63;./sim_stress_06_08_2023_173248132
0.1;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.356624;0;0.356624;0.270289;0;0.270289;0.00153674;0;0.00153674;0.00226868;0;0.00226868;295;4882.63;./sim_stress_06_08_2023_173248133
0.1;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.285589;0;0.285589;0.289132;0;0.289132;0.00156676;0;0.00156676;0.00183732;0;0.00183732;258;4923.48;./sim_stress_06_08_2023_173248134
0.1;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.292729;0;0.292729;0.225602;0;0.225602;0.0020892;0;0.0020892;0.00259985;0;0.00259985;255;4940.72;./sim_stress_06_08_2023_173248135
0.1;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.234226;0;0.234226;0.19887;0;0.19887;0.00394872;0;0.00394872;0.00429319;0;0.00429319;209;4965.91;./sim_stress_06_08_2023_173248136
0.1;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.236669;0;0.236669;0.147943;0;0.147943;0.00241998;0;0.00241998;0.00342639;0;0.00342639;231;4975.26;./sim_stress_06_08_2023_173248137
0.1;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.107599;0;0.107599;0.158923;0;0.158923;0.00511974;0;0.00511974;0.00454054;0;0.00454054;112;4989.45;./sim_stress_06_08_2023_173248138
0.1;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.186765;0;0.186765;0.0303258;0;0.0303258;0.00362035;0;0.00362035;0.00449925;0;0.00449925;166;4989.9;./sim_stress_06_08_2023_173248139
0.5;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.2301;0;0.2301;0.23313;0;0.23313;0.00214599;0;0.00214599;0.00132527;0;0.00132527;208;4965.49;./sim_stress_06_08_2023_173248140
0.5;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.293804;0;0.293804;0.197988;0;0.197988;0.00203313;0;0.00203313;0.00430814;0;0.00430814;236;4944.89;./sim_stress_06_08_2023_173248141
0.5;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.235624;0;0.235624;0.232086;0;0.232086;0.00217716;0;0.00217716;0.00248206;0;0.00248206;211;4962.9;./sim_stress_06_08_2023_173248142
0.5;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.271728;0;0.271728;0.205374;0;0.205374;0.00241312;0;0.00241312;0.00394394;0;0.00394394;225;4954.5;./sim_stress_06_08_2023_173248143
0.5;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.225782;0;0.225782;0.232393;0;0.232393;0.00240595;0;0.00240595;0.00280714;0;0.00280714;204;4964.1;./sim_stress_06_08_2023_173248144
0.5;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.263684;0;0.263684;0.157318;0;0.157318;0.00195895;0;0.00195895;0.00164004;0;0.00164004;221;4967.72;./sim_stress_06_08_2023_173248145
0.5;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.184877;0;0.184877;0.169394;0;0.169394;0.00538652;0;0.00538652;0.00342853;0;0.00342853;160;4981.77;./sim_stress_06_08_2023_173248146
0.5;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.231442;0;0.231442;0.161942;0;0.161942;0.00163353;0;0.00163353;0.00361101;0;0.00361101;225;4976.93;./sim_stress_06_08_2023_173248147
0.5;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.176537;0;0.176537;0.0951922;0;0.0951922;0.0041583;0;0.0041583;0.00690083;0;0.00690083;157;4987.92;./sim_stress_06_08_2023_173248148
0.5;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.193472;0;0.193472;0.0558047;0;0.0558047;0.005438;0;0.005438;0.0073978;0;0.0073978;184;4985.96;./sim_stress_06_08_2023_173248149
0.5;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.115407;0;0.115407;0.0840344;0;0.0840344;0.00576803;0;0.00576803;0.00874285;0;0.00874285;87;4994.27;./sim_stress_06_08_2023_173248150
0.5;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.150441;0;0.150441;0.0412304;0;0.0412304;0.00321282;0;0.00321282;0.00317999;0;0.00317999;125;4995.29;./sim_stress_06_08_2023_173248151
0.5;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.0171912;0;0.0171912;0.0123949;0;0.0123949;0.00413022;0;0.00413022;0.0176164;0;0.0176164;19;4996.58;./sim_stress_06_08_2023_173248152
0.5;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.11747;0;0.11747;-0.0087207;0;-0.0087207;0.00319533;0;0.00319533;0.00811973;0;0.00811973;114;4996.7;./sim_stress_06_08_2023_173248153
0.9;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.0950773;0;0.0950773;0.0513304;0;0.0513304;0.00543887;0;0.00543887;0.00407694;0;0.00407694;96;4997.71;./sim_stress_06_08_2023_173248154
0.9;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.161522;0;0.161522;-0.0095366;0;-0.0095366;0.0037798;0;0.0037798;0.00505605;0;0.00505605;125;4992.99;./sim_stress_06_08_2023_173248155
0.9;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.0768986;0;0.0768986;0.0613613;0;0.0613613;0.0057093;0;0.0057093;0.00574717;0;0.00574717;66;4997.1;./sim_stress_06_08_2023_173248156
0.9;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.141167;0;0.141167;0.05693;0;0.05693;0.00359646;0;0.00359646;0.00395526;0;0.00395526;160;4994.77;./sim_stress_06_08_2023_173248157
0.9;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.070292;0;0.070292;0.0536785;0;0.0536785;0.00481555;0;0.00481555;0.00453485;0;0.00453485;71;4998.32;./sim_stress_06_08_2023_173248158
0.9;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.120977;0;0.120977;0.0684033;0;0.0684033;0.00348939;0;0.00348939;0.00630354;0;0.00630354;112;4996.32;./sim_stress_06_08_2023_173248159
0.9;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.020917;0;0.020917;0.0351978;0;0.0351978;0.00523834;0;0.00523834;0.00625498;0;0.00625498;30;4998.56;./sim_stress_06_08_2023_173248160
0.9;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.113032;0;0.113032;0.023816;0;0.023816;0.0015611;0;0.0015611;0.00541316;0;0.00541316;107;4998.04;./sim_stress_06_08_2023_173248161
0.9;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;-0.0201397;0;-0.0201397;0.0198147;0;0.0198147;0.00506052;0;0.00506052;0.00304362;0;0.00304362;2;4999.38;./sim_stress_06_08_2023_173248162
0.9;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.0979595;0;0.0979595;0.0586351;0;0.0586351;0.00391872;0;0.00391872;0.00534104;0;0.00534104;81;4997.44;./sim_stress_06_08_2023_173248163
0.9;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.00536662;0;0.00536662;0.00550331;0;0.00550331;0.00297583;0;0.00297583;0.00533613;0;0.00533613;11;4999.53;./sim_stress_06_08_2023_173248164
0.9;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.00983558;0;0.00983558;-0.056311;0;-0.056311;0.00713407;0;0.00713407;0.00594867;0;0.00594867;24;4998.38;./sim_stress_06_08_2023_173248165
0.9;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;-0.000506652;0;-0.000506652;-0.0105359;0;-0.0105359;0.00585474;0;0.00585474;0.0087297;0;0.0087297;15;4998.87;./sim_stress_06_08_2023_173248166
0.9;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.0276413;0;0.0276413;0.0263293;0;0.0263293;0.00526324;0;0.00526324;0.00392034;0;0.00392034;34;4999.13;./sim_stress_06_08_2023_173248167
0.1;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.449749;0;0.449749;0.555077;0;0.555077;0.00140627;0;0.00140627;0.000976409;0;0.000976409;384;4321.03;./sim_stress_06_08_2023_173248168
0.1;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.490224;0;0.490224;0.409486;0;0.409486;0.00137089;0;0.00137089;0.00174639;0;0.00174639;404;4563.23;./sim_stress_06_08_2023_173248169
0.1;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.420971;0;0.420971;0.515692;0;0.515692;0.0018949;0;0.0018949;0.00127765;0;0.00127765;343;4480.06;./sim_stress_06_08_2023_173248170
0.1;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.467727;0;0.467727;0.384208;0;0.384208;0.00180205;0;0.00180205;0.000695175;0;0.000695175;366;4643.18;./sim_stress_06_08_2023_173248171
0.1;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.395234;0;0.395234;0.467302;0;0.467302;0.00199232;0;0.00199232;0.00150804;0;0.00150804;324;4628.22;./sim_stress_06_08_2023_173248172
0.1;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.433609;0;0.433609;0.314652;0;0.314652;0.00128578;0;0.00128578;0.00258715;0;0.00258715;370;4761.12;./sim_stress_06_08_2023_173248173
0.1;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.332843;0;0.332843;0.387591;0;0.387591;0.00162315;0;0.00162315;0.0024149;0;0.0024149;270;4812.98;./sim_stress_06_08_2023_173248174
0.1;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.364146;0;0.364146;0.286353;0;0.286353;0.00160163;0;0.00160163;0.00165363;0;0.00165363;289;4869.18;./sim_stress_06_08_2023_173248175
0.1;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.273701;0;0.273701;0.268375;0;0.268375;0.00252624;0;0.00252624;0.00291961;0;0.00291961;237;4933.72;./sim_stress_06_08_2023_173248176
0.1;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.324417;0;0.324417;0.209855;0;0.209855;0.00177864;0;0.00177864;0.00275814;0;0.00275814;298;4925.65;./sim_stress_06_08_2023_173248177
0.1;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.204671;0;0.204671;0.190135;0;0.190135;0.00215903;0;0.00215903;0.00574788;0;0.00574788;199;4975.41;./sim_stress_06_08_2023_173248178
0.1;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.227791;0;0.227791;0.125908;0;0.125908;0.00316171;0;0.00316171;0.0044994;0;0.0044994;201;4977.66;./sim_stress_06_08_2023_173248179
0.1;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.147031;0;0.147031;0.135831;0;0.135831;0.00390872;0;0.00390872;0.00845852;0;0.00845852;143;4988.84;./sim_stress_06_08_2023_173248180
0.1;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.198787;0;0.198787;0.132636;0;0.132636;0.00373483;0;0.00373483;0.00350399;0;0.00350399;179;4984.27;./sim_stress_06_08_2023_173248181
0.5;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.213435;0;0.213435;0.248699;0;0.248699;0.00378559;0;0.00378559;0.00201284;0;0.00201284;205;4961.58;./sim_stress_06_08_2023_173248182
0.5;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.288838;0;0.288838;0.188856;0;0.188856;0.00139595;0;0.00139595;0.00468064;0;0.00468064;240;4951.5;./sim_stress_06_08_2023_173248183
0.5;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.221768;0;0.221768;0.243514;0;0.243514;0.00230256;0;0.00230256;0.00317575;0;0.00317575;182;4960.52;./sim_stress_06_08_2023_173248184
0.5;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.303766;0;0.303766;0.183684;0;0.183684;0.00152343;0;0.00152343;0.00146971;0;0.00146971;283;4946.15;./sim_stress_06_08_2023_173248185
0.5;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.190846;0;0.190846;0.213651;0;0.213651;0.00245099;0;0.00245099;0.00260388;0;0.00260388;197;4976.66;./sim_stress_06_08_2023_173248186
0.5;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.266314;0;0.266314;0.157582;0;0.157582;0.00207234;0;0.00207234;0.00320539;0;0.00320539;238;4964.87;./sim_stress_06_08_2023_173248187
0.5;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.196987;0;0.196987;0.192218;0;0.192218;0.00268887;0;0.00268887;0.00240624;0;0.00240624;183;4980.18;./sim_stress_06_08_2023_173248188
0.5;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.22189;0;0.22189;0.14304;0;0.14304;0.00213721;0;0.00213721;0.00359333;0;0.00359333;209;4980.19;./sim_stress_06_08_2023_173248189
0.5;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.16301;0;0.16301;0.132782;0;0.132782;0.00528289;0;0.00528289;0.00568399;0;0.00568399;162;4987.3;./sim_stress_06_08_2023_173248190
0.5;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.196633;0;0.196633;0.10755;0;0.10755;0.0030751;0;0.0030751;0.00329282;0;0.00329282;191;4986.96;./sim_stress_06_08_2023_173248191
0.5;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.094652;0;0.094652;0.085611;0;0.085611;0.00397966;0;0.00397966;0.00355538;0;0.00355538;91;4997.05;./sim_stress_06_08_2023_173248192
0.5;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.126678;0;0.126678;0.0229001;0;0.0229001;0.00842688;0;0.00842688;0.00843735;0;0.00843735;122;4993.95;./sim_stress_06_08_2023_173248193
0.5;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.0166549;0;0.0166549;0.0108912;0;0.0108912;0.00516106;0;0.00516106;0.0162691;0;0.0162691;19;4997.15;./sim_stress_06_08_2023_173248194
0.5;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.0834409;0;0.0834409;-0.05283;0;-0.05283;0.00625816;0;0.00625816;0.00700268;0;0.00700268;78;4997.09;./sim_stress_06_08_2023_173248195
0.9;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.0946196;0;0.0946196;0.116181;0;0.116181;0.00818218;0;0.00818218;0.00380671;0;0.00380671;99;4994.38;./sim_stress_06_08_2023_173248196
0.9;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.125025;0;0.125025;0.121969;0;0.121969;0.00376475;0;0.00376475;0.00389685;0;0.00389685;113;4993.74;./sim_stress_06_08_2023_173248197
0.9;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.104977;0;0.104977;0.0742747;0;0.0742747;0.00589647;0;0.00589647;0.00314209;0;0.00314209;94;4996.95;./sim_stress_06_08_2023_173248198
0.9;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.154408;0;0.154408;-0.0230043;0;-0.0230043;0.00259522;0;0.00259522;0.00983807;0;0.00983807;132;4993.7;./sim_stress_06_08_2023_173248199
0.9;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.0874759;0;0.0874759;0.0425441;0;0.0425441;0.0088185;0;0.0088185;0.00482788;0;0.00482788;85;4996.53;./sim_stress_06_08_2023_173248200
0.9;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.149549;0;0.149549;0.0460262;0;0.0460262;0.00520533;0;0.00520533;0.00423493;0;0.00423493;124;4994.53;./sim_stress_06_08_2023_173248201
0.9;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.0861197;0;0.0861197;0.0619885;0;0.0619885;0.00743677;0;0.00743677;0.00295294;0;0.00295294;82;4996.72;./sim_stress_06_08_2023_173248202
0.9;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.125646;0;0.125646;0.0298132;0;0.0298132;0.00336906;0;0.00336906;0.00447453;0;0.00447453;119;4996.9;./sim_stress_06_08_2023_173248203
0.9;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;-0.0173912;0;-0.0173912;-0.0423096;0;-0.0423096;0.00810974;0;0.00810974;0.00437466;0;0.00437466;8;4998.74;./sim_stress_06_08_2023_173248204
0.9;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.064565;0;0.064565;0.0690794;0;0.0690794;0.00338298;0;0.00338298;0.0030066;0;0.0030066;48;4998.76;./sim_stress_06_08_2023_173248205
0.9;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;-0.109663;0;-0.109663;-0.049625;0;-0.049625;0.00533183;0;0.00533183;0.00531098;0;0.00531098;0;4996.44;./sim_stress_06_08_2023_173248206
0.9;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;-0.04565;0;-0.04565;0.0754628;0;0.0754628;0.010695;0;0.010695;0.00335721;0;0.00335721;5;4997.54;./sim_stress_06_08_2023_173248207
0.9;0.5;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;0.019443;0;0.019443;-0.0213679;0;-0.0213679;0.00596784;0;0.00596784;0.00403279;0;0.00403279;28;4999.09;./sim_stress_06_08_2023_173248208
0.9;0.9;5;0.02;0.01;0;0.01;0;0.5;0.5;50000;-0.0674918;0;-0.0674918;0.0410825;0;0.0410825;0.00375438;0;0.00375438;0.00546515;0;0.00546515;0;4998.73;./sim_stress_06_08_2023_173248209
